,Média,Mediana,Desvio Padrão
popularidade,9212.993,5627.5,10953.624854118654
atividade,0.553,0.0,3.99914835856297
tamanho,74051.47722567288,14043.5,179321.99322127082
cbo,5.253250030893726,5.2070374800637955,1.7740995737155092
dit,1.4537283225668771,1.3935709526982012,0.3479004466661587
lcom,116.799160479778,23.594127037424876,1807.2935570560264
