name,owner,stars,forks,language,url
Activiti,Activiti,10270,6969,Java,https://github.com/Activiti/Activiti
ViewPagerIndicator,JakeWharton,10121,4001,Java,https://github.com/JakeWharton/ViewPagerIndicator
resilience4j,resilience4j,10045,1381,Java,https://github.com/resilience4j/resilience4j
lawnchair,LawnchairLauncher,9992,1273,Java,https://github.com/LawnchairLauncher/lawnchair
Aegis,beemdevelopment,9974,417,Java,https://github.com/beemdevelopment/Aegis
zfile,zfile-dev,9932,1869,Java,https://github.com/zfile-dev/zfile
glide-transformations,wasabeef,9921,1407,Java,https://github.com/wasabeef/glide-transformations
aws-doc-sdk-examples,awsdocs,9891,5734,Java,https://github.com/awsdocs/aws-doc-sdk-examples
easypermissions,googlesamples,9889,1457,Java,https://github.com/googlesamples/easypermissions
paascloud-master,paascloud,9874,4304,Java,https://github.com/paascloud/paascloud-master
spider-flow,ssssssss-team,9865,1905,Java,https://github.com/ssssssss-team/spider-flow
CoreNLP,stanfordnlp,9824,2712,Java,https://github.com/stanfordnlp/CoreNLP
JsBridge,uknownothingsnow,9823,2021,Java,https://github.com/uknownothingsnow/JsBridge
xpipe,xpipe-io,9774,344,Java,https://github.com/xpipe-io/xpipe
MagicIndicator,hackware1993,9766,1552,Java,https://github.com/hackware1993/MagicIndicator
AVLoadingIndicatorView,HarlonWang,9753,1891,Java,https://github.com/HarlonWang/AVLoadingIndicatorView
Fragmentation,YoKeyword,9726,2113,Java,https://github.com/YoKeyword/Fragmentation
starrocks,StarRocks,9704,1940,Java,https://github.com/StarRocks/starrocks
spark,perwendel,9654,1566,Java,https://github.com/perwendel/spark
Android-ObservableScrollView,ksoichiro,9652,2060,Java,https://github.com/ksoichiro/Android-ObservableScrollView
react-native-camera,react-native-camera,9649,3539,Java,https://github.com/react-native-camera/react-native-camera
spring-boot-api-project-seed,lihengming,9627,3784,Java,https://github.com/lihengming/spring-boot-api-project-seed
feign,OpenFeign,9617,1939,Java,https://github.com/OpenFeign/feign
GmsCore,microg,9581,1843,Java,https://github.com/microg/GmsCore
android-Ultra-Pull-To-Refresh,liaohuqiu,9580,2650,Java,https://github.com/liaohuqiu/android-Ultra-Pull-To-Refresh
android-gif-drawable,koral--,9578,1781,Java,https://github.com/koral--/android-gif-drawable
DanmakuFlameMaster,bilibili,9568,2112,Java,https://github.com/bilibili/DanmakuFlameMaster
Mycat-Server,MyCATApache,9547,3848,Java,https://github.com/MyCATApache/Mycat-Server
AndroidSlidingUpPanel,umano,9510,2263,Java,https://github.com/umano/AndroidSlidingUpPanel
Signal-Server,signalapp,9435,2216,Java,https://github.com/signalapp/Signal-Server
sonarqube,SonarSource,9419,2055,Java,https://github.com/SonarSource/sonarqube
PocketHub,pockethub,9388,3449,Java,https://github.com/pockethub/PocketHub
cim,crossoverJie,9384,2862,Java,https://github.com/crossoverJie/cim
AgentWeb,Justson,9304,1647,Java,https://github.com/Justson/AgentWeb
spring-reading,xuchengsheng,9294,1154,Java,https://github.com/xuchengsheng/spring-reading
testing-samples,android,9245,3636,Java,https://github.com/android/testing-samples
AndroidNote,GcsSloop,9233,2141,Java,https://github.com/GcsSloop/AndroidNote
CalendarView,huanghaibin-dev,9222,1814,Java,https://github.com/huanghaibin-dev/CalendarView
cassandra,apache,9096,3676,Java,https://github.com/apache/cassandra
android-gpuimage,cats-oss,9071,2274,Java,https://github.com/cats-oss/android-gpuimage
JsonPath,json-path,9068,1667,Java,https://github.com/json-path/JsonPath
spring-security,spring-projects,9029,6003,Java,https://github.com/spring-projects/spring-security
VirtualAPK,didi,9017,1529,Java,https://github.com/didi/VirtualAPK
MaterialDesignLibrary,navasmdc,8983,2217,Java,https://github.com/navasmdc/MaterialDesignLibrary
awesome-leetcode-resources,ashishps1,8972,2176,Java,https://github.com/ashishps1/awesome-leetcode-resources
EhViewer,seven332,8966,960,Java,https://github.com/seven332/EhViewer
Jetpack-MVVM-Best-Practice,KunMinX,8911,1647,Java,https://github.com/KunMinX/Jetpack-MVVM-Best-Practice
storm,nathanmarz,8821,1665,Java,https://github.com/nathanmarz/storm
StatusBarUtil,laobie,8806,1721,Java,https://github.com/laobie/StatusBarUtil
Android_Data,Freelander,8771,2027,Java,https://github.com/Freelander/Android_Data
awesome-java-leetcode,Blankj,8708,1724,Java,https://github.com/Blankj/awesome-java-leetcode
Android-PullToRefresh,chrisbanes,8701,4686,Java,https://github.com/chrisbanes/Android-PullToRefresh
jmeter,apache,8650,2155,Java,https://github.com/apache/jmeter
Android-SpinKit,ybq,8650,1311,Java,https://github.com/ybq/Android-SpinKit
jna,java-native-access,8650,1684,Java,https://github.com/java-native-access/jna
flyway,flyway,8620,1530,Java,https://github.com/flyway/flyway
AndResGuard,shwenzhang,8584,1542,Java,https://github.com/shwenzhang/AndResGuard
Calligraphy,chrisjenx,8583,1091,Java,https://github.com/chrisjenx/Calligraphy
buck,facebook,8557,1153,Java,https://github.com/facebook/buck
shenyu,apache,8554,2972,Java,https://github.com/apache/shenyu
epoxy,airbnb,8537,727,Java,https://github.com/airbnb/epoxy
junit4,junit-team,8530,3280,Java,https://github.com/junit-team/junit4
react-native-image-picker,react-native-image-picker,8527,2090,Java,https://github.com/react-native-image-picker/react-native-image-picker
dropwizard,dropwizard,8524,3441,Java,https://github.com/dropwizard/dropwizard
checkstyle,checkstyle,8519,3819,Java,https://github.com/checkstyle/checkstyle
karate,karatelabs,8495,1975,Java,https://github.com/karatelabs/karate
Android-Debug-Database,amitshekhariitbhu,8464,873,Java,https://github.com/amitshekhariitbhu/Android-Debug-Database
BottomBar,roughike,8407,1500,Java,https://github.com/roughike/BottomBar
hsweb-framework,hs-web,8365,3049,Java,https://github.com/hs-web/hsweb-framework
seatunnel,apache,8361,1927,Java,https://github.com/apache/seatunnel
tsunami-security-scanner,google,8358,899,Java,https://github.com/google/tsunami-security-scanner
flowable-engine,flowable,8302,2689,Java,https://github.com/flowable/flowable-engine
